Unnamed: 0.1,Unnamed: 0,Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lonlat,In Use,lon,lat,bins2,bins3,Speed10m,Marker,Speed25m,speedCat
0,0,01015W4,2549,03/08/2005,Ecotricity,Stockton Wind Turbine,Wind Onshore,,,1.5,,,,,,2.0,,,Planning Permission Refused,Application Refused,,,"East of Layden Lane
Track
Norwich
Norfolk",Norfolk,Eastern,England,,639100.0,293300.0,South Norfolk Council,07/98/0343/f,,,,,,09/03/1998,,02/05/2001,,,,,,,,,,,,,"(1.5200882827789002, 52.48518717261479)",Refused,1.5200882827789002,52.48518717261479,10,Wind Onshore,1,y-up,1,5.5 - 6
1,1,01016W4,2550,02/05/2006,Western Windpower / Ecotricity,Brundish Wind Turbine,Wind Onshore,,,1.5,,,,,,,,,Planning Permission Refused,Application Refused,,,East of Brundish Road Stockton Norfolk,Norfolk,Eastern,England,,639700.0,294700.0,South Norfolk Council,07/98/0342/F,,,,,,09/03/1998,,02/05/2001,,,,,,,,,,,,,"(1.5299138526272271, 52.49748619906284)",Refused,1.5299138526272271,52.49748619906284,10,Wind Onshore,1,y-up,1,5.5 - 6
2,2,01022W5,2554,27/10/2009,ECONET LTD,Yare Estuary Wind Turbine,Wind Onshore,,,1.5,,,,,0.37,4.0,,,Abandoned,Abandoned,,,"South Denes Road, Great Yarmouth, Norfolk",Norfolk,Eastern,England,,653400.0,303800.0,Great Yarmouth Borough Council,,,,,,,21/05/1999,,,,,,,28/04/2000,,,,,,,,"(1.738229427414197, 52.57293372225703)",Granted,1.738229427414197,52.57293372225703,10,Wind Onshore,1,y-up,1,6 - 6.5
3,3,01023W5,2555,09/05/2013,Ecotricity,South Beach Wind Turbine (Somerton),Wind Onshore,,,1.5,,,,,1.47,1.0,,,Operational,Operational,,,"Somerton, Great Yarmouth, Norfolk",Norfolk,Eastern,England,,646953.0,318736.0,Great Yarmouth Borough Council,,,,,,,21/05/1999,,28/04/2000,,,,,,,,,,,22/07/2000,,"(1.6544623487086003, 52.70989416175131)",Operational,1.6544623487086003,52.70989416175131,10,Wind Onshore,1,y-up,1,6 - 6.5
4,4,01038W4,2556,04/12/2008,LRZ Ltd (Taken over by NOVERA),Swaffham 1 - Ecotech Wind Park,Wind Onshore,,,1.5,,,,,1.47,1.0,,,Operational,Operational,,,"East of West Acre Road
Swaffham
Norfolk",Norfolk,Eastern,England,,581585.0,309935.0,Breckland Council,,,,,,,02/03/1998,,,,,,,19/02/1999,,,,,,16/08/1999,,"(0.6832674613883247, 52.65672934377144)",Operational,0.6832674613883247,52.65672934377144,10,Wind Onshore,1,y-up,1,6 - 6.5
5,5,04011W3,2559,18/05/2006,Cynllun Trydan Gwynt,Mynydd Gorddu Wind Farm,Wind Onshore,,,10.2,,,,,0.54,19.0,,,Operational,Operational,,,Mynydd Gorddu Elerch Tal-y-Bont Dyfed,Dyfed,Wales,Wales,,266200.0,287200.0,Ceredigion County Council,,,,,,,04/01/1991,,,,,,,12/09/1991,,,,,,18/04/1998,,"(-3.971000532131067, 52.46629652214572)",Operational,-3.971000532131067,52.46629652214572,10,Wind Onshore,1,y-up,1,5.5 - 6
6,6,04022W4,2560,09/12/2003,Powergen Renewables Developments Ltd,Nant Carfan Wind Farm,Wind Onshore,,,20.8,,,,,,,,,Planning Permission Refused,Application Refused,,,"Machynlleth
Powys",Powys,Wales,Wales,,290400.0,308000.0,Powys County Council,,,,,,,20/04/1999,,23/05/2002,,,,,,,,,,,,,"(-3.6218231964252756, 52.65860912556116)",Refused,-3.621823196425276,52.65860912556116,10,Wind Onshore,1,y-up,1,6.5 - 7
7,7,04029W5,2561,29/06/2011,CELTPOWER LTD,Hirddywell Windfarm,Wind Onshore,,,14.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,"Southwest Of Newtown, nr Llangurig, Powys",Powys,Wales,Wales,,302500.0,280000.0,Powys County Council,M/2000/0705,,,,,,30/08/2000,20/04/2007,,,,,,,,,,,,,,"(-3.4347668699562592, 52.409285247442966)",Withdrawn,-3.4347668699562592,52.409285247442966,10,Wind Onshore,1,y-up,1,8 - 9
8,8,04043W4,2563,22/04/2009,"Renewable Development Company Ltd, KENTECH Ltd",Cefn Croes Wind Farm,Wind Onshore,,,58.5,,,,,1.5,39.0,,,Operational,Operational,,,"Canolbarth Forest,  Devils Bridge  Ceredigion",Dyfed,Wales,Wales,,281000.0,280000.0,DECC (S36),AD00737,,,,,,24/07/2000,,,,,,,10/12/2001,,,,,,25/01/2005,,"(-3.750691129954679, 52.40502768181345)",Operational,-3.750691129954679,52.40502768181345,10,Wind Onshore,1,y-up,1,8 - 9
9,9,04050W3,2564,30/10/2011,RWE npower,Carno 'B' Wind Farm,Wind Onshore,,,16.8,,,,,0.6,28.0,,,Operational,Operational,,,"Trannon Moor, Carno, Powys",Powys,Wales,Wales,,291053.0,295836.0,Powys County Council,,,,,,,30/12/1993,,,,,,,18/08/1995,,,,,,01/10/1996,,"(-3.608162900298291, 52.54943253516271)",Operational,-3.608162900298291,52.54943253516271,10,Wind Onshore,1,y-up,1,7.5 - 8
10,10,04051W3,2565,30/10/2011,RWE npower,Carno 'A' Wind Farm,Wind Onshore,,,16.8,,,,,0.6,28.0,,,Operational,Operational,,,"Cwm Cledan
Carno
Powys",Powys,Wales,Wales,,293000.0,295000.0,Powys County Council,,,,,,,16/08/1993,,,,,,,18/08/1995,,,,,,01/10/1996,,"(-3.579191090523107, 52.542306419692125)",Operational,-3.579191090523107,52.542306419692125,10,Wind Onshore,1,y-up,1,6 - 6.5
11,11,04053W3,2566,03/02/2010,Vestas,Cemmaes 'B' Wind Farm,Wind Onshore,,,3.4,,,,,0.56,6.0,,,Operational,Operational,,,"Mynydd y Cemmaes
Cemmaes
Machynlleth
Powys",Powys,Wales,Wales,,287000.0,308000.0,Powys County Council,M/1996/0550,,,,,,04/09/1996,,,,,,,16/03/1999,,,,,,01/02/2002,,"(-3.6720677381405245, 52.65791061653896)",Operational,-3.672067738140525,52.65791061653896,10,Wind Onshore,1,y-up,1,6.5 - 7
12,12,04054W3,2567,09/12/2003,RWE npower,Trysglwyn Wind Farm,Wind Onshore,,,5.6,,,,,0.4,14.0,,,Operational,Operational,,,"Trysglwyn Fawr
Rhosybol
Isle of Anglesey
Gwynedd",Gwynedd,Wales,Wales,,244000.0,389000.0,Isle of Anglesey County Council,,,,,,,08/08/1992,,10/12/1993,,,,,,,,,,,01/05/1996,,"(-4.346466424972191, 53.374759720595314)",Operational,-4.346466424972191,53.374759720595314,10,Wind Onshore,1,y-up,1,6.5 - 7
13,13,04057W4,2568,03/10/2018,Private Developer,Hafoty Ucha '2' and '3' Wind Turbine,Wind Onshore,,,2.6,,,,,0.85,3.0,,,Operational,Operational,,,"3 km South of Cerrigydrudion
Llangwm",Clwyd,Wales,Wales,,293500.0,345500.0,Conwy County Borough Council,0/25079,,,,,,02/07/2001,,,,,,,17/10/2001,,,,,,15/12/2002,,"(-3.5882564842916334, 52.996202280528635)",Operational,-3.5882564842916334,52.99620228052864,10,Wind Onshore,1,y-up,1,5.5 - 6
14,14,04066W3,2570,02/12/2014,Windjen,Mynydd Glyn Lws Wind Farm,Wind Onshore,,,3.6,,,,,,,,,Planning Permission Refused,Application Refused,,,Mynydd Glyn Lws Betws-yn-Rhos Clwyd,Clwyd,Wales,Wales,,289000.0,371200.0,Conwy County Borough Council,,,,,,,27/03/1995,,27/11/2000,,,,,,,,,,,,,"(-3.664169696575102, 53.22620804993619)",Refused,-3.664169696575102,53.22620804993619,10,Wind Onshore,1,y-up,1,7 - 7.5
15,15,0406AW4,2573,29/03/2005,WINDJEN POWER LTD,Mynydd Llanelian Wind Farm,Wind Onshore,,,6.5,,,,,,,,,Planning Permission Refused,Application Refused,,,"5 km South of Colwyn Bay, Conwy",Clwyd,Wales,Wales,,284500.0,374500.0,Conwy County Borough Council,,,,,,,02/02/2001,,15/06/2001,,,,,,,,,,,,,"(-3.7327414509886525, 53.25489739177646)",Refused,-3.732741450988653,53.25489739177646,10,Wind Onshore,1,y-up,1,8 - 9
16,16,04076W3,2574,10/02/2003,Mersey Docks and Harbour Company and Windcluster Limited,Royal Seaforth Dock Wind Farm,Wind Onshore,,,3.0,,,,,0.5,6.0,,,Operational,Operational,,,"Royal Seaforth Dock Port of Liverpool Bootle, Sefton Merseyside",Merseyside,North West,England,,331100.0,397000.0,Sefton Council,,,,,,,12/10/1995,,22/08/1997,,,,,,,,,,,24/04/1999,,"(-3.039310375389965, 53.46521442955133)",Operational,-3.039310375389965,53.46521442955133,10,Wind Onshore,1,y-up,1,6 - 6.5
17,17,04079W4,2576,14/09/2010,Vestas,Cemmaes 'C' Wind Farm,Wind Onshore,,,15.3,,,,,0.85,18.0,,,Operational,Operational,,,"Cemmaes
Machynlleth
Powys",Powys,Wales,Wales,,286800.0,306000.0,Powys County Council,M/2000/0846,,,,,,15/10/2000,,,,,,,06/04/2001,,,,,,23/02/2002,,"(-3.6743363711078767, 52.639897154236266)",Operational,-3.6743363711078767,52.639897154236266,10,Wind Onshore,1,y-up,1,6 - 6.5
18,18,04087W4,2578,13/04/2005,South Western Power / Renewable Energy Systems (RES) / NOVERA,Prysan Wind Farm,Wind Onshore,,,9.9,,,,,,,,,Planning Permission Refused,Application Refused,,,"Prysan Farm, Rhuddlan, Bach, Llanddyfnan, Anglesey",Gwynedd,Wales,Wales,,249000.0,380000.0,Isle of Anglesey County Council,,,,,,,18/12/1995,,06/08/1996,,,,,,,,,,,,,"(-4.267078791866479, 53.29537864802566)",Refused,-4.267078791866479,53.29537864802566,10,Wind Onshore,1,y-up,1,6.5 - 7
19,19,04103W3,2579,10/03/2003,RWE npower,Mynydd Yr Hendre Wind Farm,Wind Onshore,,,29.1,,,,,,,,,Planning Permission Refused,Application Refused,,,Mynydd Yr Hendre Cefn Coch Newton Powys,Powys,Wales,Wales,,299200.0,301500.0,Powys County Council,,,,,,,01/02/1999,,23/05/2002,,,,,,,,,,,,,"(-3.489783203798042, 52.60190471888553)",Refused,-3.489783203798042,52.60190471888553,10,Wind Onshore,1,y-up,1,7 - 7.5
20,20,04104W3,2580,10/05/2002,MANWEB Generation Holdings/ National Windpower,Llyn Alwen Wind Farm,Wind Onshore,,,19.3,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,"Llyn Alwen
Pentrefoelas
Clwyd",Clwyd,Wales,Wales,,290400.0,356500.0,Conwy County Borough Council,,,,,,,,10/05/2002,,,,,,,,,,,,,,"(-3.638169528017472, 53.094416097863586)",Withdrawn,-3.638169528017472,53.09441609786359,10,Wind Onshore,1,y-up,1,6.5 - 7
21,21,04105W3,2581,13/03/2003,MANWEB Generation Holdings Ltd/ National Windpower,Moel Rhiwlug Wind Farm,Wind Onshore,,,19.2,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,Moel Rhiwlug Pentrefoelas Clwyd,Clwyd,Wales,Wales,,288200.0,355300.0,Conwy County Borough Council,,,,,,,,13/03/2003,,,,,,,,,,,,,,"(-3.670590438909128, 53.083177191634604)",Withdrawn,-3.670590438909128,53.08317719163461,10,Wind Onshore,1,y-up,1,7 - 7.5
22,22,04107W3,2582,04/06/2005,MANWEB Generation Holdings,Llanbabo Wind Farm,Wind Onshore,,,20.4,,,,,2.25,9.0,,,Operational,Operational,,,"Llanbabo Wind Farm
Land tp the north of Llyn Alaw
Isle of Anglesey
Gwynedd",Gwynedd,Wales,Wales,,236000.0,387000.0,Isle of Anglesey County Council,,,,,,,05/08/1994,,,,,,,19/12/1996,,,,,,01/10/1997,,"(-4.465565943413202, 53.35437569300463)",Operational,-4.465565943413202,53.35437569300463,10,Wind Onshore,1,y-up,1,6.5 - 7
23,23,05007W5,2584,05/02/2004,Ecotricity,Windmill Hill,Wind Onshore,,,1.5,,,,,,,,,Planning Permission Refused,Application Refused,,,"Tinkley Lane, Stonehouse, Gloucestershire",Gloucestershire,South West,England,,381900.0,200500.0,Stroud District Council,,,,,,,06/10/2000,,08/05/2001,,,,,,,,,,,,,"(-2.2633159514806187, 51.702945721340484)",Refused,-2.2633159514806187,51.70294572134048,10,Wind Onshore,1,y-up,1,5.5 - 6
24,24,06014W5,2586,18/01/2002,RWE npower,Tow Law Wind Farm,Wind Onshore,,,2.6,,,,,0.9,3.0,,,Operational,Operational,,,"Tow Law, Crook, County Durham",County Durham,North East,England,,411500.0,541000.0,Durham County Council,,,,,,,27/07/1999,,,,,,,07/06/2000,,,,,,30/12/2001,,"(-1.82280011955212, 54.76380395940489)",Operational,-1.82280011955212,54.76380395940489,10,Wind Onshore,1,y-up,1,6.5 - 7
25,25,06015W4,2587,10/06/2009,Border Wind Farms Ltd /AMEC,Kirkheaton Wind Farm,Wind Onshore,,,1.8,,,,,0.6,3.0,,,Operational,Operational,,,"West Farm, Kirkheaton, Northumberland",Northumberland,North East,England,,400800.0,576900.0,Northumberland County Council,,,,,,,04/11/1997,,21/01/1999,,,,21/01/1999,21/01/1999,,,,,,22/05/2000,,"(-1.9890039953830516, 55.08653945425545)",Operational,-1.989003995383052,55.08653945425545,10,Wind Onshore,1,y-up,1,7 - 7.5
26,26,06015W5,2588,06/12/2010,Your Energy,Moorsyde Wind Farm,Wind Onshore,,,16.1,,,,,3.0,7.0,,,Appeal Refused,Application Refused,,,"Near Chillingham, Northumberland",Northumberland,North East,England,,394000.0,645000.0,Northumberland County Council,04/B/1107,,,,,,13/01/2005,,27/03/2008,,,19/10/2008,,,,,,,,,,"(-2.0970233518730272, 55.69841887763145)",Refused,-2.0970233518730272,55.69841887763145,10,Wind Onshore,1,y-up,1,6.5 - 7
27,27,06019W3,2591,07/10/2009,Border Windfarm Limited / AMEC,Great Eppleton Wind Farm,Wind Onshore,,,3.0,,,,,0.75,4.0,,,Operational,Operational,,,"Great Eppleton Farm
North Lane
Hetton le Hole
Tyne and Wear",Tyne and Wear,North East,England,,436900.0,548200.0,Sunderland City Council,,,,,,,02/08/1995,,,,,,,25/07/1996,,,,,,01/04/1997,,"(-1.427157596797822, 54.82728530202714)",Operational,-1.427157596797822,54.82728530202714,10,Wind Onshore,1,y-up,1,7 - 7.5
28,28,06046W3,2599,30/10/2011,National Windpower,High Moor Wind Farm,Wind Onshore,,,14.7,,,,,,,,,Planning Permission Refused,Application Refused,,,"High Moor
Barningham
Durham",County Durham,North East,England,,404300.0,507500.0,Durham County Council,,,,,,,26/04/1996,,12/11/1998,,,,,,,,,,,,,"(-1.9351739668926593, 54.46286027448699)",Refused,-1.9351739668926595,54.46286027448699,10,Wind Onshore,1,y-up,1,7.5 - 8
29,29,06068W5,2600,10/06/2009,ANGOLD ASSOCIATES,Moneylaws Hill,Wind Onshore,,,11.2,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,"Nr Coldstream, Northumberland",Northumberland,North East,England,,387300.0,634700.0,Northumberland County Council,,,,,,,,10/06/2009,,,,,,,,,,,,,,"(-2.203137948751429, 55.60574131833007)",Withdrawn,-2.203137948751429,55.60574131833007,10,Wind Onshore,1,y-up,1,7 - 7.5
30,30,07006W3,2602,30/10/2011,Micon Wind Turbines,Lowick Beacon Windfarm,Wind Onshore,,,1.2,,,,,,,,,Planning Permission Refused,Application Refused,,,"Lowick Beacon
Lowick Green
near Ulverston
Cumbria",Cumbria,North West,England,,328600.0,484000.0,South Lakeland District Council,5951340,,,,,,19/06/1995,,06/10/1997,,,,,,,,,,,,,"(-3.0972296721169967, 54.246684554039774)",Refused,-3.0972296721169967,54.246684554039774,10,Wind Onshore,1,y-up,1,5.5 - 6
31,31,07032W4,2605,30/10/2011,Colham Energy Ltd,Firbank Wind Farm,Wind Onshore,,,9.7,,,,,,,,,Planning Permission Refused,Application Refused,,,"Firbank Fell
Nr Lambrigg
Cumbria",Cumbria,North West,England,,360800.0,494000.0,South Lakeland District Council,,,,,,,25/09/1998,,08/12/1998,,,,,,,,,,,,,"(-2.6044350965025505, 54.340037479244984)",Refused,-2.6044350965025505,54.34003747924498,10,Wind Onshore,1,y-up,1,5.5 - 6
32,32,07035W4,2606,20/12/2009,Renewable Development Company Ltd,Whinash Wind Farm,Wind Onshore,,,67.5,,,,,2.5,27.0,,,Planning Permission Refused,Application Refused,,,"Bretherdale, Tebay, Cumbria",Cumbria,North West,England,,357100.0,503800.0,DECC (S36),,,,,,,29/09/2003,,02/03/2006,,,,,,,,,,,,,"(-2.6627583048288086, 54.4278063690229)",Refused,-2.6627583048288086,54.4278063690229,10,Wind Onshore,1,y-up,1,7 - 7.5
33,33,07037W5,2609,08/10/2013,S B ENERGY LTD,Reaps Moss Wind Farm,Wind Onshore,,,9.0,,,,,1.0,9.0,,,Revised,Revised,4655.0,,"Off A681, Bacup, ",Lancashire,North West,England,,389000.0,422800.0,Rossendale Borough Council,,,,,,,01/06/1999,,21/02/2000,,,,,,,,,,,,,"(-2.168094647416483, 53.70151567180928)",Refused,-2.168094647416483,53.70151567180928,10,Wind Onshore,1,y-up,1,7.5 - 8
34,34,07046W3,2613,30/10/2011,Great Orton Wind Farms (II) Ltd,Great Orton Wind Farm (Extension),Wind Onshore,,,2.3,,,,,0.4,6.0,,,Operational,Operational,,,"Great Orton Airfield, near Wiggonby, Carlisle, Cumbria",Cumbria,North West,England,,331300.0,553400.0,Allerdale Borough Council,,,,,,,26/02/1998,,,,,,,23/06/1998,,,,,,01/02/2000,,"(-3.072040365864967, 54.87063175305573)",Operational,-3.072040365864967,54.87063175305573,10,Wind Onshore,1,y-up,1,6.5 - 7
35,35,07056W3,2617,01/08/2016,The Wind Company,Harlock Hill Wind Farm,Wind Onshore,,,2.5,,,,,0.5,5.0,,,Operational,Operational,,,"Harlock Hill Wind Farm, Pennington, Near Ulverston, Cumbria",Cumbria,North West,England,LA12 0,325300.0,479400.0,South Lakeland District Council,,,,,,,03/02/1995,,,,,,,03/05/1996,,,,,,01/01/1997,,"(-3.146715210620486, 54.204879585638714)",Operational,-3.146715210620486,54.20487958563872,10,Wind Onshore,1,y-up,1,8 - 9
36,36,07060W4,2618,06/05/2009,Wharrels Hill Windfarm Ltd/ National Windpower,Wharrels Hill Wind Farm,Wind Onshore,,,10.4,,,,,1.3,8.0,,,Operational,Operational,,,"Wharrels Hill
Bothel
Cumbria",Cumbria,North West,England,,318000.0,537200.0,Allerdale Borough Council,2/2001/0008,APP/G0908/A/01/1075972,,,,,23/12/2000,,19/06/2002,,,,,,,,,,01/04/2007,07/08/2007,,"(-3.2746448945130013, 54.72308136448614)",Operational,-3.2746448945130013,54.72308136448614,10,Wind Onshore,1,y-up,1,7 - 7.5
37,37,07071W4,2619,02/09/2004,Wind Turbine Developments Ltd,Warcock Hill 1MW Project,Wind Onshore,,,1.0,,,,,,,,,Planning Permission Refused,Application Refused,,,"Coal Clough Wind Farm, Cliviger, Burnley",Lancashire,North West,England,,389500.0,428500.0,Burnley Borough Council,,,,,,,24/01/2000,,25/05/2000,,,,,,,,,,,,,"(-2.160716726751983, 53.752757826211486)",Refused,-2.160716726751983,53.752757826211486,10,Wind Onshore,1,y-up,1,7 - 7.5
38,38,07086W3,2620,30/10/2011,RWE npower,Gunson Height Wind Farm,Wind Onshore,,,7.8,,,,,,,,,Planning Permission Refused,Application Refused,,,"Gunson Height
Kirkby Moor
Kirkby Ireleth
Cumbria",Cumbria,North West,England,,325700.0,482200.0,South Lakeland District Council,,,,,,,05/01/1996,,06/10/1997,,,,,,,,,,,,,"(-3.141277960305393, 54.230097308406734)",Refused,-3.141277960305393,54.230097308406734,10,Wind Onshore,1,y-up,1,8 - 9
39,39,07124W3,2624,30/10/2011,Windprospect / Windcluster,Siddick Wind Farm,Wind Onshore,,,4.2,,,,,0.6,7.0,,,Operational,Operational,,,Siddick Wind Farm Siddick Workington Cumbria,Cumbria,North West,England,,300600.0,532100.0,Allerdale Borough Council,,,,,,,21/04/1995,,,,,,,11/12/1995,,,,,,01/08/1996,,"(-3.54295590332423, 54.6741254327454)",Operational,-3.54295590332423,54.6741254327454,10,Wind Onshore,1,y-up,1,6.5 - 7
40,40,07125W3,2625,11/04/2011,Windprospect / Windcluster,Oldside Wind Farm,Wind Onshore,,,5.4,,,,,0.6,9.0,,,Operational,Operational,,,"Oldside Wind Farm
Workington
Cumbria",Cumbria,North West,England,,299700.0,530500.0,Allerdale Borough Council,,,,,,,31/10/1995,,,,,,,10/01/1996,,,,,,01/09/1996,,"(-3.5563570466576917, 54.65957358911215)",Operational,-3.556357046657692,54.65957358911215,10,Wind Onshore,1,y-up,1,6.5 - 7
41,41,07129W3,2626,11/04/2011,The Wind Company,Haverigg Extension Wind Farm,Wind Onshore,,,2.4,,,,,0.6,4.0,,,Operational,Operational,,,"Kirksanton Airfield
Part of Hemplands Farm
Haverigg
Millom
Cumbria",Cumbria,North West,England,,313700.0,479500.0,Copeland Borough Council,4/91/0463/0,,,,,,29/05/1991,,,,,,,08/08/1991,,,,,,01/07/1998,,"(-3.3245331577353623, 54.203954257706044)",Operational,-3.3245331577353623,54.203954257706044,10,Wind Onshore,1,y-up,1,6.5 - 7
42,42,09053W5,2628,30/10/2011,PERTWOOD PARTNERS,Summerslade Down Wind Cluster,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,,,"Warminster, Wiltshire",Wiltshire,South West,England,,387630.0,137910.0,Wiltshire Council,,,,,,,14/10/1998,,17/05/1999,,,,,,,,,,,,,"(-2.178195043347559, 51.14032194256275)",Refused,-2.178195043347559,51.14032194256275,10,Wind Onshore,1,y-up,1,6.5 - 7
43,43,10004W4,2629,14/04/2005,NOVERA / Renewable Energy Systems (RES),Corston Windfarm,Wind Onshore,,,7.9,,,,,,,,,Planning Permission Refused,Application Refused,,,"Corston Windfarm, Castlemartin, Pembrokeshire",Dyfed,Wales,Wales,,193000.0,199500.0,Pembrokeshire County Council,,,,,,,05/10/1995,,05/03/1996,,,,,,,,,,,,,"(-4.994016203285068, 51.65607124823788)",Refused,-4.994016203285068,51.65607124823788,10,Wind Onshore,1,y-up,1,6.5 - 7
44,44,10009W4,2630,26/08/2004,WINDJEN POWER LTD,Blaen Bowi Wind Farm,Wind Onshore,,,3.9,,,,,1.3,3.0,,,Operational,Operational,,,"Moelfre Capel Iwan Dyfed, Carmarthenshire",Dyfed,Wales,Wales,,232500.0,236000.0,Carmarthenshire County Council,W03608,,,,,,27/06/2000,,,,,,,04/01/2001,,,,,,30/07/2002,,"(-4.44125288787443, 51.99711148329448)",Operational,-4.44125288787443,51.99711148329448,10,Wind Onshore,1,y-up,1,7 - 7.5
45,45,10010W5,2631,08/10/2013,AMEC,Ogmore & Garw,Wind Onshore,,,12.0,,,,,,,,,Planning Permission Refused,Application Refused,,,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,291400.0,194500.0,Bridgend County Borough Council,P/01/887,,,,,,28/09/2001,,13/03/2002,,,,,,,,,,,,,"(-3.5707214001185323, 51.63878541067626)",Refused,-3.5707214001185323,51.63878541067626,10,Wind Onshore,1,y-up,1,9 - 10
46,46,10011W4,2632,29/03/2005,WINDJEN POWER LTD,Llethercynnon Farm Wind Farm,Wind Onshore,,,7.1,,,,,,,,,Planning Permission Refused,Application Refused,,,"Nr Garthbrengy, Powys",Powys,Wales,Wales,,305300.0,236100.0,Powys County Council,B/01/0111,,,,,,18/04/2000,,22/01/2003,,,,,,,,,,,,,"(-3.3813207169290176, 52.01521633123161)",Refused,-3.3813207169290176,52.01521633123161,10,Wind Onshore,1,y-up,1,6.5 - 7
47,47,10011W5,2633,31/08/2010,AMEC,Werfa,Wind Onshore,,,47.5,,,,,2.5,19.0,,,Appeal Refused,Application Refused,,,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,,292300.0,194500.0,Bridgend County Borough Council,P/01/887/FUL,,,,,,28/09/2001,,13/03/2002,,,25/08/2004,,,,,,,,,,"(-3.5577211510847953, 51.63895864511955)",Refused,-3.5577211510847957,51.63895864511955,10,Wind Onshore,1,y-up,1,7.5 - 8
48,48,10019W3,2636,30/10/2011,Micon Wind Turbines (UK) Limited,Parc-Cynog Wind Farm,Wind Onshore,,,3.6,,,,,0.7,5.0,,,Operational,Operational,,,"Parc-Cynog Farm
Pendine
Carmarthenshire",Dyfed,Wales,Wales,,225500.0,209500.0,Carmarthenshire County Council,,,,,,,05/05/1998,,01/02/2000,,,,,,,,,,,01/02/2001,,"(-4.529707539247676, 51.7569301708759)",Operational,-4.529707539247676,51.7569301708759,10,Wind Onshore,1,y-up,1,7 - 7.5
49,49,10050W5,2638,29/10/2001,THREE WAY WIND LTD/ TXU Europower Ltd,Rhoscrowther Wind Cluster,Wind Onshore,,,2.2,,,,,,,,,Planning Permission Refused,Application Refused,,,"Angle, Pembroke, Dyfed",Dyfed,Wales,Wales,,191300.0,200500.0,Pembrokeshire County Council,,,,,,,30/11/1999,,12/04/2001,,,,,,,,,,,,,"(-5.019153880417569, 51.664421201776314)",Refused,-5.019153880417569,51.66442120177632,10,Wind Onshore,1,y-up,1,6.5 - 7
50,50,10095W3,2640,04/07/2001,RWE npower,Jordanston Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Permission Refused,Application Refused,,,Land at Jordanston south of Fishguard Dyfed,Dyfed,Wales,Wales,,192300.0,232800.0,Pembrokeshire County Council,97/520,,,,,,30/09/1997,,01/09/2001,,,,,,,,,,,,,"(-5.02408102601033, 51.95479837319646)",Refused,-5.02408102601033,51.95479837319646,10,Wind Onshore,1,y-up,1,6 - 6.5
51,51,10099W3,2641,14/04/2005,RWE npower,Trenewydd Wind Farm,Wind Onshore,,,6.3,,,,,,,,,Planning Permission Refused,Application Refused,,,Mynydd Trenewydd near Fishguard Dyfed,Dyfed,Wales,Wales,,200700.0,232500.0,Pembrokeshire County Council,,,,,,,01/02/1999,,01/10/1999,,,,,,,,,,,,,"(-4.90183422526567, 51.955179342153514)",Refused,-4.90183422526567,51.95517934215352,10,Wind Onshore,1,y-up,1,5.5 - 6
52,52,10148W3,2642,26/06/2002,South Wales Power / SWALEC,Gelligaer 'A' Wind Farm,Wind Onshore,,,9.8,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,,,"Gelligaer 'A' Wind Farm
Mynydd Fochriw
Fochriw
Mid Glamorgan",Mid Glamorgan,Wales,Wales,,310000.0,203500.0,Merthyr Tydfil County Borough Council,P/99/0295,,,,,,,26/06/2002,,,,,,,,,,,,,,"(-3.304347899651952, 51.7229728420828)",Withdrawn,-3.304347899651952,51.7229728420828,10,Wind Onshore,1,y-up,1,7 - 7.5
