Unnamed: 0.1,Unnamed: 0,Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lonlat,In Use,lon,lat,bins2,bins3,Speed10m,Marker,Speed25m,speedCat
2128,2128,,7672,27/03/2020,Hill Power,Tullyrain Road,Wind Onshore,,,0.3,,,,,0.25,1.0,75.0,,Appeal Lodged,Application Submitted,,,"285m East N/East Of, 41 Tullyrain Road, Banbridge, Co Down",Co. Down,Northern Ireland,Northern Ireland,BT32 4PR,122447.0,507283.0,"Armagh, Banbridge and Craigavon",LA08/2019/1260/F,2019/A0255,,,,,16/09/2019,,,13/03/2020,,,,,,,,,,,,"(-6.276453083685004, 54.38515670703491)",Not Yet,-6.276453083685004,54.38515670703491,10,Wind Onshore,1,y-up,1,6.5 - 7
2129,2129,,7673,20/12/2019,Private Developer,Lislafferty Road,Wind Onshore,,,0.3,,,,,0.25,1.0,75.0,,Planning Application Submitted,Application Submitted,,,"Approximately 470 M. South Wes, 20 Lislafferty Road, Newtownstewart, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT78 4NB,48174.0,548446.0,Fermanagh and Omagh,LA11/2019/0797/F,,,,,,18/09/2019,,,,,,,,,,,,,,,"(-7.4644635549959695, 54.70758392920625)",Not Yet,-7.4644635549959695,54.70758392920625,10,Wind Onshore,1,y-up,1,6 - 6.5
2130,2130,,7679,20/12/2019,T C Stewart and Sons Ltd,Draffanmarshill Farm,Wind Onshore,,,4.2,,,,,4.2,1.0,180.0,,Planning Application Submitted,Application Submitted,,,"Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde",South Lanarkshire,Scotland,Scotland,ML11 9PW,278551.0,645431.0,South Lanarkshire Council,P/19/1258,,,,,,10/09/2019,,,,,,,,,,,,,,,"(-3.9333650160309537, 55.68710418760376)",Not Yet,-3.9333650160309537,55.68710418760376,10,Wind Onshore,1,y-up,1,6 - 6.5
2131,2131,,7680,30/06/2020,Private Developer,Rockstown Road,Wind Onshore,,,0.3,,,,,0.25,1.0,45.0,,Planning Permission Granted,Awaiting Construction,,,"Approximately 420M North East, 124 Rockstown Road, Carrickmore, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 9BX,76576.0,534545.0,Fermanagh and Omagh,LA10/2019/1089/F,,,,,,12/09/2019,,,,,,,09/06/2020,,,,08/06/2025,,,,"(-7.010043368987395, 54.60218694942204)",Granted,-7.010043368987395,54.60218694942204,10,Wind Onshore,1,y-up,1,7 - 7.5
2132,2132,,7682,20/12/2019,Mullinamoot,Breagho Road,Wind Onshore,,,0.5,,,,,0.5,1.0,54.0,,Planning Application Submitted,Application Submitted,,,"360m East North East of, 37 Breagho Road, Breagho, Enniskillen, Co Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,BT74 4DE,37143.0,513290.0,Fermanagh and Omagh,LA10/2019/1084/F,,,,,,11/09/2019,,,,,,,,,,,,,,,"(-7.591543979001466, 54.38533408544801)",Not Yet,-7.591543979001466,54.38533408544801,10,Wind Onshore,1,y-up,1,6.5 - 7
2133,2133,,7686,31/03/2020,Muirden Energy,Drum Hollistan Wind Farm ,Wind Onshore,,,35.0,,,,,5.0,7.0,125.0,,Planning Permission Refused,Application Refused,,5618,"the Sandside Estate, Land 2215M SW Of Under Keepers, Sandside, Reay, Thurso",Highland,Scotland,Scotland,KW14 7RN,293078.0,963740.0,Highland Council,20/00645/FUL,,,,,,17/02/2020,,23/09/2020,,,,,,,,,,,,,"(-3.8388672141435913, 58.54854864745648)",Refused,-3.8388672141435913,58.54854864745648,10,Wind Onshore,1,y-up,1,7.5 - 8
2134,2134,,7687,30/06/2020,Wind 2,Moorshield Wind Farm,Wind Onshore,,,15.0,,,,,5.0,3.0,150.0,,Planning Application Submitted,Application Submitted,,,"Moor Road, Kirkhill, East Renfrewshire, Approximately 6km South West of Eaglesham and 10 km North of East Stewarton, East Ayrshire",East Renfrewshire,Scotland,Scotland,G76 0QG,251966.0,649283.0,East Renfrewshire Council,2020/0217/TP,,,,,,04/05/2020,,,,,,,,,,,,,,,"(-4.357950174947958, 55.71430163383248)",Not Yet,-4.357950174947958,55.71430163383248,10,Wind Onshore,1,y-up,1,8 - 9
2135,2135,,7708,19/05/2022,Infinergy,Limekiln Wind Farm (Extension),Wind Onshore,,11312,21.0,No,,,,4.2,5.0,149.9,,Planning Permission Granted,Awaiting Construction,,,"Broubster Estate, Acheveilan North Estate and Limekiln Estate, southeast of Reay, Caithness",Highland,Scotland,Scotland,,300298.0,961309.0,Scottish Government (S36),ECU00002070,,,,,,14/05/2020,,,,,,,06/05/2022,,,,06/05/2027,,,,"(-3.713812267098932, 58.52844103703279)",Granted,-3.713812267098932,58.52844103703279,10,Wind Onshore,1,y-up,1,7 - 7.5
2136,2136,,7710,27/01/2022,Renewable Energy Systems (RES),Cairn Duhie Wind Farm ,Wind Onshore,,,67.2,No,,,,4.2,16.0,149.9,,Planning Application Submitted,Application Submitted,,4349,Cairn Duhie Wind Farm Ferness Nairnshire,Highland,Scotland,Scotland,IV12,297769.0,842856.0,Scottish Government (S36), ECU00003225,,,,,,26/03/2021,,,,,,,,,,,,,,,"(-3.7058656414533453, 57.464419794428764)",Not Yet,-3.705865641453345,57.46441979442877,10,Wind Onshore,1,y-up,1,6.5 - 7
2137,2137,,7711,12/04/2022,ESB,Chleansaid Onshore Wind Farm,Wind Onshore,,10997,96.0,,,,,6.0,16.0,200.0,,Planning Application Submitted,Application Submitted,,,"Dalnessie Estate, approximately 13 km northeast of Lairg",Highland,Scotland,Scotland,,262000.0,917000.0,Scottish Government (S36),ECU00002031,,,,,,30/03/2022,,,,,,,,,,,,,,,"(-4.344434023380265, 58.12036832935588)",Not Yet,-4.344434023380265,58.12036832935588,10,Wind Onshore,1,y-up,1,6 - 6.5
2138,2138,,7719,31/03/2020,BSI Wind,Mullan Road,Wind Onshore,,,0.3,,,,,0.25,1.0,52.0,,Planning Permission Granted,Awaiting Construction,,,"Lands approx 455m NW of, 15 Mullan Road, Kilrea, Coleraine, Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT51 5XA,106608.0,573937.0,Causeway Coast and Glens,LA01/2020/0321/F,,,,,,13/03/2020,,,,,,,30/06/2021,,,,,,,,"(-6.58653974406237, 54.97338628405732)",Granted,-6.58653974406237,54.97338628405732,10,Wind Onshore,1,y-up,1,6 - 6.5
2139,2139,,7743,31/03/2020,Hill Power,Upper Hightown Road,Wind Onshore,,,0.2,,,,,0.2,1.0,100.0,,Planning Application Submitted,Application Submitted,,,"510m north/north west if, 33 Upper Hightown Road, Ballysillan, Belfast, ",Co. Antrim,Northern Ireland,Northern Ireland,BT14 8RR,143772.0,535132.0,Belfast City Council,LA04/2020/0595/F,,,,,,06/03/2020,,,,,,,,,,,,,,,"(-5.973102533478803, 54.6460089167506)",Not Yet,-5.973102533478803,54.6460089167506,10,Wind Onshore,1,y-up,1,8 - 9
2140,2140,,7762,30/06/2020,Private Developer,Netherton,Wind Onshore,,,0.9,,,,,0.9,1.0,78.0,,Planning Permission Granted,Awaiting Construction,,,"Land At Netherton, Fisherford, Inverurie, ",Aberdeenshire,Scotland,Scotland,AB51 8YS,367378.0,836927.0,Aberdeenshire Council,APP/2020/0293,,,,,,02/03/2020,,,,,,,28/04/2020,,,,28/04/2023,,,,"(-2.5447992358695712, 57.421524257645856)",Granted,-2.5447992358695712,57.421524257645856,10,Wind Onshore,1,y-up,1,7 - 7.5
2141,2141,,7768,31/03/2020,Brooklands Healthcare,Woodside Road,Wind Onshore,,,0.3,,,,,0.25,1.0,55.0,,Planning Permission Granted,Awaiting Construction,,,"Lands 175m North West of, 90 Woodside Road, Ballymena,",Co. Antrim,Northern Ireland,Northern Ireland,BT42 4HG,129390.0,560546.0,Mid and East Antrim,LA02/2019/0935/F,,,,,,11/12/2019,,,,,,,25/02/2020,,,,24/02/2025,,,,"(-6.21903877385779, 54.866268486224904)",Granted,-6.21903877385779,54.8662684862249,10,Wind Onshore,1,y-up,1,Under 5.5
2142,2142,,7777,07/02/2021,Private Developer,Killymittan Road,Wind Onshore,,,0.3,No,,,,0.25,1.0,55.0,,Planning Permission Granted,Awaiting Construction,,,"Land Approximately 300M SW Of, 37 Killymittan Road, Ballinamallard, Enniskillen,",Co. Fermanagh,Northern Ireland,Northern Ireland,BT94 2FW,40120.0,516981.0,Fermanagh and Omagh,LA10/2020/0168/F,,,,,,14/02/2020,,,,,,,12/01/2021,,,,12/01/2025,,,,"(-7.550390526711692, 54.420460484361435)",Granted,-7.550390526711692,54.42046048436144,10,Wind Onshore,1,y-up,1,6 - 6.5
2143,2143,,7778,31/03/2020,Private Developer,Rockdale Road,Wind Onshore,,,0.3,,,,,0.25,1.0,55.0,,Planning Application Withdrawn,Application Withdrawn,,,"Lands approximately 625m SE of, 71 Rockdale Road, Cookstown",Co. Tyrone,Northern Ireland,Northern Ireland,BT80 9BA,88927.0,532293.0,Mid Ulster,LA09/2020/0232/F,,,,,,19/02/2020,16/10/2020,,,,,,,,,,,,,,"(-6.8171553800539915, 54.589772774599616)",Withdrawn,-6.817155380053992,54.589772774599616,10,Wind Onshore,1,y-up,1,6 - 6.5
2144,2144,,7779,09/03/2021,Private Developer,Edenmore Road,Wind Onshore,,,0.3,No,,,,0.25,1.0,55.0,,Planning Permission Granted,Awaiting Construction,,,"Approximately 100M SE Of, 133 Edenmore Road, Carn, Tempo, Enniskillen, Co Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,BT94 3BP,43675.0,514092.0,Fermanagh and Omagh,LA10/2020/0160/F,,,,,,14/02/2020,,,,,,,19/02/2021,,,,,,,,"(-7.492391964610972, 54.39711740392332)",Granted,-7.492391964610972,54.39711740392332,10,Wind Onshore,1,y-up,1,7 - 7.5
2145,2145,,7784,31/03/2020,Private Developer,Eden Road,Wind Onshore,,,0.3,,,,,0.25,1.0,53.0,,Planning Application Submitted,Application Submitted,,,"335m NW of, 43 Eden Road, Portglenone, Ballymena, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT44 8LS,106473.0,561926.0,Mid Ulster,LA09/2020/0203/F,,,,,,14/02/2020,,,,,,,,,,,,,,,"(-6.576389797470399, 54.86571801880052)",Not Yet,-6.576389797470399,54.86571801880052,10,Wind Onshore,1,y-up,1,6 - 6.5
2146,2146,,7801,31/03/2020,Private Developer,Reservoir Road,Wind Onshore,,,0.2,,,,,0.15,1.0,55.0,,Planning Application Submitted,Application Submitted,,,"200m East of, 15 Reservoir Road, Corkey, Ballymena, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT44 9JE,126534.0,579631.0,Mid and East Antrim,LA01/2020/0078/F,,,,,,21/01/2020,,,,,,,,,,,,,,,"(-6.281588096444091, 55.035741284209344)",Not Yet,-6.281588096444091,55.035741284209344,10,Wind Onshore,1,y-up,1,7 - 7.5
2147,2147,,7805,07/02/2021,Private Developer,Shankill Road,Wind Onshore,,,0.3,No,,,,0.25,1.0,75.0,,Planning Permission Granted,Awaiting Construction,,,"290m South East of, 65 Shankill Road, Magherahar, Cullen, Enniskillen, Co Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,BT93 7BW,27250.0,516548.0,Fermanagh and Omagh,LA10/2020/0081/F,,,,,,24/01/2020,,,,,,,23/10/2020,,,,23/10/2025,,,,"(-7.747199172851294, 54.40732899550858)",Granted,-7.747199172851294,54.40732899550858,10,Wind Onshore,1,y-up,1,6.5 - 7
2148,2148,,7809,25/06/2020,Private Developer,Carmagrim Road,Wind Onshore,,,0.2,,,,,0.15,1.0,65.0,,Planning Permission Granted,Awaiting Construction,,,"450m south east of, 29a Carmagrim Road, Portglenone, Ballymena, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT44 8DE,115931.0,559236.0,Mid and East Antrim,LA02/2020/0045/F,,,,,,20/01/2020,,,,,,,06/04/2020,,,,06/04/2025,,,,"(-6.426831434044533, 54.8470744831774)",Granted,-6.426831434044533,54.8470744831774,10,Wind Onshore,1,y-up,1,7.5 - 8
2149,2149,,7833,30/09/2020,Golan Wind,Rosnareen Road,Wind Onshore,,,0.3,,,,,0.25,1.0,85.0,,Planning Permission Granted,Awaiting Construction,,,"632m SE of, 69 Rosnareen Road, Trillick, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT78 3SF,45218.0,516695.0,Fermanagh and Omagh,LA10/2019/1475/F,,,,,,20/12/2019,,,,,,,08/09/2020,,,,07/09/2025,,,,"(-7.471843991433067, 54.4214809244332)",Granted,-7.471843991433067,54.4214809244332,10,Wind Onshore,1,y-up,1,8 - 9
2150,2150,,7846,09/06/2022,CleanEarth,West Dykes,Wind Onshore,,,3.0,No,,,,3.0,1.0,150.0,, Appeal Refused,Appeal Refused,,,"West Dykes Farm, Strathaven South, Strathaven, ",Strathclyde,Scotland,Scotland,ML10 6RH,266058.0,639006.0,South Lanarkshire Council,P/19/1829,,,,,,19/12/2019,,28/08/2020,,,29/12/2020,29/12/2020,,,,,,,,,"(-4.128800594243886, 55.62612539765583)",Refused,-4.128800594243886,55.62612539765583,10,Wind Onshore,1,y-up,1,6 - 6.5
2151,2151,,7873,02/03/2022,ScottishPower Renewables,Earraghail Renewable Energy Development,Wind Onshore,,,78.0,,,,,6.0,13.0,180.0,,Planning Application Submitted,Application Submitted,,,"Land approximately 1.2km south of Tarbert and 1.1km north of Skipness,",Argyll and Bute,Scotland,Scotland,,188475.0,663279.0,Scottish Government (S36),ECU00003421,,,,,,21/02/2022,,,,,,,,,,,,,,,"(-5.377770140417543, 55.81630047251908)",Not Yet,-5.377770140417543,55.81630047251908,10,Wind Onshore,1,y-up,1,6.5 - 7
2152,2152,,7874,03/02/2022,ScottishPower Renewables,Carrick Windfarm,Wind Onshore,,10540,86.0,No,,,,6.6,13.0,200.0,,Planning Application Submitted,Application Submitted,,,"Land within Carrick Forest, Kilmarnock",South Ayrshire,Scotland,Scotland,KA19,237500.0,597000.0,Scottish Government (S36),ECU00003392,,,,,,06/12/2021,,,,,,,,,,,,,,,"(-4.557375776489708, 55.240355089743595)",Not Yet,-4.557375776489708,55.2403550897436,10,Wind Onshore,1,y-up,1,6.5 - 7
2153,2153,,7877,03/02/2021,Energiekontor (UK) Limited,Craiginmoddie Wind Farm,Wind Onshore,,7878,92.0,No,,,,6.6,14.0,200.0,,Planning Application Submitted,Application Submitted,,,Craiginmoddie U27 From B741 Junction At Cloyntie To U66 Junction At South Balloch Maybole South Ayrshire,Ayrshire,Scotland,Scotland,KA19,230126.0,609999.0,Scottish Government (S36), ECU00002196,,,,,,21/01/2021,,,,,,,,,,,,,,,"(-4.68107911052187, 55.354548640093704)",Not Yet,-4.68107911052187,55.3545486400937,10,Wind Onshore,1,y-up,1,5.5 - 6
2154,2154,,7886,11/03/2022,Force 9 Energy Partners Llp,Shelloch Wind Farm,Wind Onshore,,,24.0,No,,,,4.8,5.0,170.0,,Planning Permission Granted,Awaiting Construction,,,"Shelloch Wind Farm  2 Kilometres North W/O Wester Cringate, Polmaise Road To Carron Reservoir",Central,Scotland,Scotland,FK7,280844.0,691014.0,Stirling Council,20/00840/FUL,,,,,,05/01/2021,,,,,,,11/02/2022,,,,,,,,"(-3.9169984058750047, 56.09700170272436)",Granted,-3.9169984058750047,56.09700170272436,10,Wind Onshore,1,y-up,1,5.5 - 6
2155,2155,,7891,12/01/2021,Falck Renewables Limited,Mochrum Fell Wind Farm,Wind Onshore,,,24.0,No,,,,3.4,7.0,149.9,,Planning Application Submitted,Application Submitted,,,Barwhillarty Estate & Glenswinton Farm,Dumfries and Galloway,Scotland,Scotland,DG7 3NS,269420.0,572995.0,Dumfries and Galloway Council,20/1683/FUL,,,,,,01/10/2020,,,,,,,,,,,,,,,"(-4.044680416191294, 55.034271121250555)",Not Yet,-4.044680416191294,55.03427112125056,10,Wind Onshore,1,y-up,1,6 - 6.5
2156,2156,,7920,30/06/2020,Arena Capital Partners,Terrydoo Road 1,Wind Onshore,,,0.3,,,,,0.25,1.0,67.0,,Planning Application Submitted,Application Submitted,,,"Approximately 654m East SE Of, 34 Terrydoo Road, Limavady, Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT49 0PF,90516.0,581300.0,Causeway Coast and Glens,LA01/2020/0483/F,,,,,,20/03/2020,,,,,,,,,,,,,,,"(-6.845002818402475, 55.029588056807064)",Not Yet,-6.845002818402475,55.02958805680706,10,Wind Onshore,1,y-up,1,5.5 - 6
2157,2157,,7931,12/07/2022,Private Developer,Stroan Road,Wind Onshore,,,0.3,,,,,0.25,1.0,77.0,,Planning Permission Granted,Awaiting Construction,,,"Approximately 100m West Of, 37 Stroan Road, Dervock, Ballymoney, ",Co. Antrim,Northern Ireland,Northern Ireland,BT53 8BZ,115028.0,588873.0,Causeway Coast and Glens,LA01/2020/0451/F,,,,,,06/05/2020,,,,,,,29/06/2022,,,,,,,,"(-6.470313322260106, 55.112079546069964)",Granted,-6.470313322260106,55.11207954606997,10,Wind Onshore,1,y-up,1,6 - 6.5
2158,2158,,7935,30/06/2020,Arena Capital Partners,Terrydoo Road 2,Wind Onshore,,,0.3,,,,,0.25,1.0,67.0,,Planning Application Submitted,Application Submitted,,,"Approx 800m East South East Of, 34 Terrydoo Road, Limavady, ",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT49 0PF,90875.0,582002.0,Causeway Coast and Glens,LA01/2020/0433/F,,,,,,12/03/2020,,,,,,,,,,,,,,,"(-6.840166151645978, 55.03609695093073)",Not Yet,-6.840166151645978,55.03609695093073,10,Wind Onshore,1,y-up,1,7.5 - 8
2159,2159,,7952,07/04/2020,Clean Earth Energy Limited,"Lower Longstones, St Mewan Wind Turbine",Wind Onshore,,,4.1,,,,,,1.0,135.0,,Planning Permission Granted,Awaiting Construction,,,Lower Longstones,Cornwall,South West,England,PL26,198316.0,55310.0,Cornwall Council,PA20/09318,,,,,,17/11/2020,,,,,,,01/03/2021,,,,,,,,"(-4.837074505844168, 50.363052021045974)",Granted,-4.837074505844168,50.36305202104597,10,Wind Onshore,1,y-up,1,8 - 9
2160,2160,,7953,27/01/2021,Cadzow Brothers,Isle of Luing Wind Farm,Wind Onshore,,,0.2,No,,,,0.23,1.0,45.0,,Under Construction,Under Construction,,,"Land East Of Camas Nan Gall To, Isle Of Luing Argyll And Bute, Oban, Strathclyde",Argyll and Bute,Scotland,Scotland,PA34 4UF,174143.0,707638.0,Argyll and Bute Council,20/00589/PP,,,,,,21/04/2020,,,,,,,21/12/2020,,,,21/12/2023,04/05/2021,,,"(-5.643325719666541, 56.207564857870906)",Granted,-5.643325719666541,56.207564857870906,10,Wind Onshore,1,y-up,1,6.5 - 7
2161,2161,,7957,07/02/2021,Hammars Hill Energy,Hammars Hill Wind Farm Extension,Wind Onshore,,,8.4,No,,,,4.2,2.0,150.0,,Planning Permission Granted,Awaiting Construction,,,"Hammars Hill, Evie, Orkney, Orkney Isles",Orkney Islands,Scotland,Scotland,KW17 2NH,337526.0,1022979.0,Orkney Islands Council,20/112/TPP,,,,,,02/04/2020,,,,,,,28/01/2021,,,,28/01/2024,,,,"(-3.091965027438058, 59.08911840234624)",Granted,-3.091965027438058,59.08911840234624,10,Wind Onshore,1,y-up,1,7 - 7.5
2162,2162,,7964,07/04/2021,Private Developer,Concess Road,Wind Onshore,,,0.3,No,,,,0.25,1.0,46.0,,Planning Permission Granted,Awaiting Construction,,,"Land South Of, 26 Concess Road, Victoria Bridge, Strabane, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT82 9NA,47855.0,554006.0,Derry City and Strabane District,LA11/2020/0243/F,,,,,,19/03/2020,,,,,,,10/03/2021,,,,,,,,"(-7.4761152796086785, 54.75709827643867)",Granted,-7.4761152796086785,54.75709827643867,10,Wind Onshore,1,y-up,1,5.5 - 6
2163,2163,,7991,30/09/2020,Wind Estate,Brownhill Farm ,Wind Onshore,,,8.4,,,,,4.2,2.0,150.0,,Planning Permission Granted,Awaiting Construction,,6819,"Brownhill Farm, West Benhar Road, Harthill, Shotts, Strathclyde",North Lanarkshire,Scotland,Scotland,ML7 5TG,288880.0,662140.0,North Lanarkshire Council,20/00504/FUL,,,,,,12/05/2020,,,,,,,17/07/2020,,,,17/07/2023,,,,"(-3.775971773650374, 55.83963979826851)",Granted,-3.775971773650374,55.83963979826851,10,Wind Onshore,1,y-up,1,7 - 7.5
2164,2164,,8000,12/04/2022,RWE UK,Clachaig Glen,Wind Onshore,,10996,60.0,,,,,5.0,12.0,200.0,,Planning Application Submitted,Application Submitted,,6119,"Kintyre Peninsula, approximately 20km north of Campbeltown and 1.8km north east of Muasdale",Argyll and Bute,Scotland,Scotland,,171789.0,642110.0,Scottish Government (S36),ECU00002103,,,,,,17/03/2022,,,,,,,,,,,,,,,"(-5.625867385931173, 55.61888322953916)",Not Yet,-5.625867385931173,55.61888322953916,10,Wind Onshore,1,y-up,1,8 - 9
2165,2165,,8001,28/07/2021,Brookfield Renewable,Kennoxhead Wind Farm Extension II (Penbreck),Wind Onshore,,,50.0,No,,,,5.0,9.0,220.0,,Planning Application Submitted,Application Submitted,,,"South of the A70 and south east of Muirkirk, adjacent to Kennoxhead Wind Farm",South Lanarkshire,Scotland,Scotland,ML11 0LH,274529.0,621621.0,Scottish Government (S36),ECU00003263,,,,,,30/04/2021,,,,,,,,,,,,,,,"(-3.9864673205532437, 55.47226987609159)",Not Yet,-3.986467320553244,55.47226987609159,10,Wind Onshore,1,y-up,1,7 - 7.5
2166,2166,,8003,04/05/2022,Grayside WF,Grayside Wind Farm,Wind Onshore,,11113,147.0,,,,,7.0,21.0,200.0,,Planning Application Submitted,Application Submitted,,,Approximately 1.7km south of Lamington and 5.7km north east of Abington,South Lanarkshire,Scotland,Scotland,ML12 6QD,299800.0,628300.0,Scottish Government (S36),ECU00003446,,,,,,31/03/2022,,,,,,,,,,,,,,,"(-3.589297040341785, 55.53809399714144)",Not Yet,-3.589297040341785,55.53809399714144,10,Wind Onshore,1,y-up,1,6.5 - 7
2167,2167,,8042,07/04/2022,Private Developer,Curragh Road,Wind Onshore,,,0.3,,,,,0.25,1.0,75.0,,Planning Permission Granted,Awaiting Construction,,,"70 Curragh Road, Dungiven, Derry, Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT47 4QJ,87275.0,569682.0,Derry City and Strabane District,LA01/2020/0895/F,,,,,,27/08/2020,,,,,,,29/03/2022,,,,,,,,"(-6.882850945145443, 54.923540427240106)",Granted,-6.882850945145443,54.923540427240106,10,Wind Onshore,1,y-up,1,6 - 6.5
2168,2168,,8046,07/02/2021,Ventus Renewables,Lower Rumster wind turbine,Wind Onshore,,,0.2,No,,,,0.05,3.0,35.0,,Operational,Operational,,5454,"Land At Lower Rumster, Lybster, ",Highland,Scotland,Scotland,KW3 6BX,321714.0,936327.0,Highland Council,20/03178/FUL,,,,,,27/07/2020,,,,,,,19/10/2020,,,,19/10/2023,,26/06/2021,,"(-3.3376515927398103, 58.30851539851851)",Operational,-3.3376515927398103,58.30851539851851,10,Wind Onshore,1,y-up,1,7 - 7.5
2169,2169,,8057,30/09/2020,Muirden Energy,Meall Buidhe Wind Farm,Wind Onshore,,,45.0,,,,,5.0,9.0,150.0,,Planning Application Submitted,Application Submitted,,,"Land 4420M NW Of, Croick Estate, Ardgay, Highlands",Highland,Scotland,Scotland,IV24 3BW,245556.0,895446.0,Highland Council,20/02659/FUL,,,,,,21/08/2020,,,,,,,,,,,,,,,"(-4.609150013577093, 57.921541677507975)",Not Yet,-4.609150013577093,57.921541677507975,10,Wind Onshore,1,y-up,1,6.5 - 7
2170,2170,,8061,22/12/2021,Scottishpower Renewables,Hollandmey Renewable Energy Development,Wind Onshore,,,50.0,No,,,,5.0,10.0,149.9,,Planning Application Submitted,Application Submitted,,,"Land At Hollandmey Farm And Ph, Phillips Mains, Mey, Thurso, ",Highland,Scotland,Scotland,KW14 8XH,329442.0,970342.0,Scottish Government (S36),ECU00003353,,,,,,19/11/2021,,,,,,,,,,,,,,,"(-3.216312227297016, 58.6152513829693)",Not Yet,-3.216312227297016,58.6152513829693,10,Wind Onshore,1,y-up,1,7.5 - 8
2171,2171,,8074,30/09/2020,Private Developer,Drumeagle Road,Wind Onshore,,,0.3,,,,,0.25,1.0,66.0,,Planning Application Submitted,Application Submitted,,,"Approx 370m South Of, 16 Drumeagle Road, Sion Mills, Strabane, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT82 9NQ,46660.0,554635.0,Derry City and Strabane District,LA11/2020/0585/F,,,,,,10/08/2020,,,,,,,,,,,,,,,"(-7.495362951327495, 54.761886365802546)",Not Yet,-7.495362951327495,54.76188636580255,10,Wind Onshore,1,y-up,1,6 - 6.5
2172,2172,,8077,07/02/2021,Private Developer,Barony Road,Wind Onshore,,,0.2,No,,,,0.23,1.0,66.0,,Planning Permission Granted,Awaiting Construction,,,"242 Barony Road, Creggan, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 9AQ,78477.0,539580.0,Fermanagh and Omagh,LA10/2020/0721/F,,,,,,07/08/2020,,,,,,,08/10/2020,,,,08/10/2025,,,,"(-6.986252444873332, 54.648476518416544)",Granted,-6.986252444873332,54.648476518416544,10,Wind Onshore,1,y-up,1,5.5 - 6
2173,2173,,8083,09/12/2021,BSI Wind,Newry Road,Wind Onshore,,,0.3,No,,,,0.25,1.0,66.0,,Planning Permission Granted,Awaiting Construction,,,"Lands Approx. 342m South East, 29 Newry Road, Crossmaglen, Newry",Co. Down,Northern Ireland,Northern Ireland,BT35 9BN,99599.0,474552.0,"Newry, Mourne and Down",LA07/2020/1054/F,,,,,,06/08/2020,,,,,,,06/12/2021,,,,,,,,"(-6.594397191776564, 54.078989045044416)",Granted,-6.594397191776564,54.078989045044416,10,Wind Onshore,1,y-up,1,6.5 - 7
2174,2174,,8095,30/09/2020,Everun,Garvaghy Road,Wind Onshore,,,0.3,,,,,0.25,1.0,73.0,,Planning Application Submitted,Application Submitted,,,"Approx. 310m South East of, 50 Garvaghy Road, Banbridge, Co Down",Co. Down,Northern Ireland,Northern Ireland,BT32 3SZ,130871.5102,504062.5413,"Armagh, Banbridge and Craigavon",LA08/2020/0631/F,,,,,,08/06/2020,,,,,,,,,,,,,,,"(-6.144165434580706, 54.36081077048718)",Not Yet,-6.144165434580706,54.36081077048718,10,Wind Onshore,1,y-up,1,7.5 - 8
